,date,brand,model,fuel,transmission_type,color,year,km*1000,price(Thousand)
17801,05-09-22,Hyundai,Elantra CN7,Benzene,automatic,Light grey,2022,23,710
17802,05-09-22,Jac,S2,Benzene,automatic,Red,2017,105,220
17803,05-09-22,Hyundai,Elantra CN7,Benzene,automatic,Dark blue,2021,40,580
17804,05-09-22,Toyota,Corolla,Benzene,automatic,Black,2019,68,565
17805,05-09-22,Ford,Focus,Benzene,automatic,Silver,2012,140,225
17806,05-09-22,Changan,CS 55,Benzene,automatic,Red,2022,20,560
17807,05-09-22,Toyota,Cressida,Benzene,manual,White,1992,300,85
17808,05-09-22,Mercedes,E 200,Benzene,automatic,Light grey,2022,0.85,2550
17809,05-09-22,Daihatsu,Charade,Benzene,manual,White,1991,0,35
17810,05-09-22,Mitsubishi,Pickup,Benzene,manual,White,2007,250,155
17811,05-09-22,Chevrolet,Optra,Benzene,automatic,Dark blue,2021,50,300
17812,05-09-22,Hyundai,Elantra CN7,Benzene,automatic,Blue,2021,21,610
17813,05-09-22,Kia,Cerato,Benzene,automatic,Black,2017,160,400
17814,05-09-22,Skoda,Felicia combi,Benzene,manual,Dark red,1996,0,45
17815,05-09-22,Kia,Sephia,Benzene,manual,Gold,2001,190,82
17816,05-09-22,Kia,Picanto,Benzene,automatic,Gray,2014,55,237.5
17817,05-09-22,Toyota,Corolla,Benzene,automatic,Black,2008,180,180
17818,05-09-22,BMW,523,Benzene,automatic,Silver,1999,110,250
17819,05-09-22,Toyota,Rav 4,Benzene,automatic,Light grey,2017,40,1280
17820,05-09-22,Kia,Carens,Benzene,automatic,Black,2011,150,285
17821,05-09-22,Byd,F3,Benzene,manual,Blue,2022,25,250
17822,05-09-22,Suzuki,Maruti,Benzene,manual,Silver,2013,60,780
17823,05-09-22,Speranza,A516,Benzene,manual,Black,2008,180,90
17824,05-09-22,Nissan,Pick up,diesel,manual,White,2006,0,110
17825,05-09-22,Volkswagen,Polo,Benzene,manual,Silver,2001,300,85
17826,05-09-22,Byd,F3,Benzene,automatic,Silver,2015,112.999,160
17827,05-09-22,Chevrolet,Optra,Benzene,automatic,Gray,2020,50,310
17828,05-09-22,Kia,Cerato,Benzene,automatic,Eggplant,2010,160,298
17829,05-09-22,Zotye,Xplosion,Benzene,manual,Silver,2010,250,76
17830,05-09-22,Kia,Sportage,Benzene,automatic,Red,2022,17,700
17831,05-09-22,Jac,JS3,Benzene,CVT,Silver,2022,30,355
17832,05-09-22,Fiat,Petra,Benzene,manual,Black,2003,190,60
17833,05-09-22,Hyundai,Verna,Benzene,manual,White,2018,235,170
17834,05-09-22,Hyundai,Tucson,Benzene,automatic,Blue,2018,90,750
17835,05-09-22,BMW,523,Benzene,automatic,Black,2011,120,650
17836,05-09-22,Opel,Astra,Benzene,manual,White,2000,250,100
17837,05-09-22,Mitsubishi,Pajero,Benzene,automatic,Black,2017,150,980
17838,05-09-22,Mitsubishi,Lancer Puma,Benzene,automatic,White,2008,157,235
17839,05-09-22,Peugeot,508,Benzene,automatic,Silver,2018,105,590
17840,05-09-22,Kia,Xceed,Benzene,automatic,White,2022,13,680
17841,05-09-22,Subaru,Impreza,Benzene,automatic,Silver,2007,300,198
17842,05-09-22,Speranza,M11,Benzene,manual,Silver,2011,200,80
17843,05-09-22,MG,ZS,Benzene,automatic,Red,2021,93.8,395
17844,05-09-22,Kia,Cerato,Benzene,automatic,Eggplant,2011,169,270
17845,05-09-22,Fiat,128,Benzene,manual,White,1988,0,15
17846,05-09-22,Fiat,Tipo,Benzene,automatic,Black,2020,6,480
17847,05-09-22,Fiat,Tempra,Benzene,manual,Black,1993,200,40
17848,05-09-22,Isuzu,Trooper,Benzene,manual,White,1979,0,60
17849,05-09-22,BMW,X1,Benzene,automatic,Dark blue,2018,99,870
17850,05-09-22,Toyota,Corolla,Benzene,automatic,Black,2019,35,600
17851,05-09-22,BMW,318,Benzene,automatic,Black,2011,154,345
17852,05-09-22,Lada,Granta,Benzene,manual,Dark red,2019,72,200
17853,05-09-22,BMW,316,Benzene,manual,Silver,2007,200,240
17854,05-09-22,Daewoo,Nubira 2,Benzene,manual,Silver,2006,300,100
17855,05-09-22,Jeep,Grand Cherokee,Benzene,automatic,Red,2016,55,1050
17856,05-09-22,Geely,Emgrand 7,Benzene,manual,Light grey,2014,154,122
17857,05-09-22,Jeep,Wrangler,Benzene,automatic,Black,2013,130,670
17858,05-09-22,Hyundai,Accent,Benzene,manual,Blue,2001,0,75
17859,05-09-22,Renault,Logan,Benzene,automatic,Silver,2013,110,150
17860,05-09-22,Hyundai,I30,Benzene,automatic,Silver,2010,128,250
17861,05-09-22,Hyundai,Accent RB,Benzene,automatic,Light grey,2021,50,380
17862,05-09-22,Hyundai,Elantra AD,Benzene,automatic,Gray,2017,168,360
17863,05-09-22,Proton,Saga,Benzene,automatic,Light grey,2021,60,250
17864,05-09-22,Mazda,3 || Mazda 3,Benzene,automatic,Gray,2017,55,470
17865,05-09-22,Fiat,Uno,Benzene,manual,Red,1999,0,45
17866,05-09-22,Brilliance,Galena,Benzene,automatic,Dark blue,2008,145,95
17867,05-09-22,Skoda,Octavia A7,Benzene,automatic,Black,2015,142,495
17868,05-09-22,Lada,2107,natural gas,manual,White,2009,0,37
17869,05-09-22,Opel,Vectra,Benzene,automatic,Green,1995,300,67
17870,05-09-22,Renault,Symbol,Benzene,manual,Light grey,2011,195,110
17871,05-09-22,Suzuki,Van,Benzene,manual,Light grey,2013,135,85
17872,05-09-22,Kia,Sportage,Benzene,automatic,Dark red,2021,29,825
17873,04-09-22,Ford,Escort,Benzene,manual,Black,1998,190,55
17874,05-09-22,Fiat,131,Benzene,manual,White,1980,0,30
17875,05-09-22,Toyota,Belta,Benzene,automatic,Black,2022,1.5,410
17876,05-09-22,Hyundai,Pony,Benzene,manual,White,1979,0,23
17877,05-09-22,Toyota,Corolla,Benzene,automatic,Brown,2019,25,580
17878,05-09-22,Hyundai,Tucson,Benzene,automatic,Gray,2020,95,850
17879,05-09-22,Toyota,Corolla,Benzene,manual,Blue,1998,0,85
17880,05-09-22,Mercedes,200,Benzene,automatic,White,1989,200,130
17881,05-09-22,Toyota,Corolla,Benzene,automatic,Silver,2004,266,190
17882,05-09-22,Suzuki,Swift,Benzene,manual,Eggplant,1993,0,45
17883,05-09-22,Mitsubishi,Lancer Crystala,Benzene,automatic,Cyan,1991,0,68
17884,05-09-22,Fiat,131,Benzene,manual,Red,1980,0,26
17885,05-09-22,Chevrolet,Aveo,Benzene,manual,Silver,2009,290,145
17886,05-09-22,Mercedes,C 200,Benzene,automatic,Red,2019,45,1400
17887,05-09-22,Fiat,127,Benzene,manual,Yellow,1983,0,20
17888,05-09-22,Daewoo,Nubira 2,Benzene,automatic,Red,2001,174,80
17889,05-09-22,Peugeot,RCZ,Benzene,automatic,White,2015,90,425
17890,05-09-22,Toyota,Corolla,Benzene,automatic,Black,2015,75,425
17891,05-09-22,Lada,2105,Benzene,manual,Gray,1994,200,30
17892,05-09-22,Hyundai,Elantra MD,Benzene,automatic,Silver,2016,65,330
17893,05-09-22,Nissan,Sentra,Benzene,automatic,Red,2020,68,350
17894,05-09-22,Peugeot,504,Benzene,manual,Black,1979,0,50
17895,05-09-22,Peugeot,508,Benzene,automatic,Black,2015,110,400
17896,05-09-22,Fiat,128,Benzene,manual,White,1987,0,23
17897,05-09-22,Chery,Tiggo 7,Benzene,automatic,Brown,2023,5,465
17898,05-09-22,Fiat,Siena,Benzene,manual,Green,2000,162,72
17899,05-09-22,Opel,Grandland,Benzene,automatic,Red,2021,11,850
17900,05-09-22,Fiat,Shahin,Benzene,manual,Black,1995,200,35
17901,05-09-22,Chevrolet,Lanos,Benzene,manual,Red,2013,58,125
17902,05-09-22,Opel,Corsa,Benzene,automatic,Light grey,2011,140,200
17903,05-09-22,Fiat,127,Benzene,manual,White,1987,0,25
17904,05-09-22,Hyundai,Elantra HD,Benzene,automatic,Silver,2017,200,235
17905,05-09-22,Daewoo,Juliet,Benzene,manual,White,1999,198,105
17906,05-09-22,Fiat,131,Benzene,manual,Olive,1981,0,35
17907,05-09-22,Jeep,Grand Cherokee,Benzene,automatic,Green,1995,0,152
17908,05-09-22,Geely,Emgrand 7,Benzene,manual,Bronze,2014,143.5,90
17909,05-09-22,Nissan,Sunny,Benzene,automatic,Silver,2011,133,220
17910,05-09-22,Kia,Shuma,Benzene,automatic,Olive,1998,143,110
17911,05-09-22,Hyundai,Excel,Benzene,manual,Green,1994,157,46
17912,05-09-22,Mercedes,C 250,Benzene,automatic,Gray,2012,147,689
17913,05-09-22,Renault,Logan,Benzene,manual,Gold,2015,87,140
17914,05-09-22,Lada,2105,Benzene,manual,White,1992,0,22
17915,05-09-22,Mercedes,E 320,Benzene,automatic,Gray,2003,183,475
17916,05-09-22,Seat,Ibiza,Benzene,manual,White,1994,173,68
17917,05-09-22,BMW,316,Benzene,automatic,White,2014,268,465
17918,05-09-22,Hyundai,Accent RB,Benzene,automatic,Petroleum,2017,100,245
17919,05-09-22,Chery,Tiggo 3,Benzene,automatic,Black,2019,90,330
17920,05-09-22,Volkswagen,Tiguan,Electric,automatic,White,2022,9,980
17921,05-09-22,Hyundai,Elantra MD,Benzene,automatic,Gold,2012,60,290
17922,05-09-22,Chery,Envy,Benzene,manual,Red,2017,180,135
17923,05-09-22,Daewoo,Cielo,Benzene,manual,Olive,1996,180,60
17924,05-09-22,Hyundai,Elantra AD,Benzene,automatic,Silver,2019,115,422
17925,05-09-22,Seat,Toledo,Benzene,automatic,Silver,2019,65,420
17926,05-09-22,Volkswagen,Golf,Benzene,manual,Green,1993,0,90
17927,05-09-22,Kia,Sephia,Benzene,manual,Olive,2001,320,85
17928,05-09-22,Opel,Vectra,Benzene,manual,Dark blue,1999,115,150
17929,05-09-22,Peugeot,301,Benzene,automatic,White,2019,63,310
17930,05-09-22,Fiat,128,Benzene,manual,White,1999,130,27
17931,05-09-22,Hyundai,Tucson GDI,Benzene,automatic,Red,2018,70,685
17932,05-09-22,Kia,Cerato,Benzene,automatic,Dark red,2011,260,210
17933,05-09-22,Volkswagen,Passat,Benzene,automatic,Silver,2000,160,210
17934,05-09-22,Daewoo,Nubira 2,Benzene,manual,Cyan,2006,150,92
17935,05-09-22,Kia,Cerato,Benzene,automatic,Light grey,2014,114,370
17936,05-09-22,Fiat,128,Benzene,manual,Red,1984,0,30
17937,05-09-22,Lada,Granta,Benzene,manual,Blue,2018,113,130
17938,05-09-22,Chevrolet,N300,Benzene,manual,Red,2022,25,205
17939,05-09-22,Toyota,Corolla,Benzene,automatic,Blue,1996,0,98
17940,05-09-22,Volkswagen,Polo,Benzene,automatic,Dark blue,2003,141,170
17941,05-09-22,Mercedes,GLA,Benzene,automatic,Black,2015,145,850
17942,05-09-22,Chery,Tiggo 8,Benzene,automatic,Dark blue,2021,38,530
17943,05-09-22,Fiat,Shahin,Benzene,manual,White,2007,0,53
17944,05-09-22,Skoda,Octavia A7,Benzene,automatic,Silver,2016,113,590
17945,05-09-22,Daewoo,Matiz,Benzene,manual,White,1999,0,65
17946,05-09-22,Kia,Grand Cerato,Benzene,automatic,Silver,2022,23,570
17947,05-09-22,Hyundai,Elantra HD,Benzene,automatic,Bronze,2019,83,360
17948,05-09-22,Saipa,Tiba,Benzene,manual,Silver,2014,99,88
17949,05-09-22,Chery,Tiggo,Benzene,automatic,White,2022,1,415
17950,05-09-22,Changan,Benni,Benzene,manual,Silver,2016,150,80
17951,05-09-22,Hyundai,H1,diesel,manual,Silver,2011,450,190
17952,04-09-22,Peugeot,504,Benzene,manual,White,1979,0,55
17953,04-09-22,Fiat,Siena,Benzene,manual,Dark red,2000,220,68
17954,04-09-22,Fiat,Dogan,Benzene,manual,Dark green,1996,200,40
17955,04-09-22,Chevrolet,Aveo,Benzene,automatic,Green,2016,110,160
17956,04-09-22,Hyundai,Verna,natural gas,manual,White,2010,200,100
17957,04-09-22,Byd,F3,Benzene,automatic,Gray,2022,11,220
17958,04-09-22,Fiat,Uno,Benzene,manual,Silver,2000,0,48
17959,04-09-22,Jeep,Renegade,Benzene,automatic,Silver,2016,0,500
17960,04-09-22,Volkswagen,Suran,Benzene,manual,Silver,2009,220,135
17961,04-09-22,Hyundai,Atos,Benzene,automatic,Black,2007,47,155
17962,04-09-22,MG,HS,Benzene,,Blue,2021,30,590
17963,04-09-22,Geely,Emgrand 7,Benzene,manual,Black,2014,200,125
17964,04-09-22,Chevrolet,T-Series,Benzene,automatic,White,2012,315,230
17965,04-09-22,Lada,2107,Benzene,manual,Beige,1994,0,35
17966,04-09-22,Chevrolet,Aveo,Benzene,manual,Light grey,2010,80,147
17967,04-09-22,Alfa Romeo,146,Benzene,manual,Gray,1996,215,65
17968,04-09-22,Renault,Duster,Benzene,automatic,Gray,2021,5.8,470
17969,04-09-22,Mitsubishi,Lancer EX Shark,Benzene,automatic,Red,2016,117,365
17970,04-09-22,Renault,Logan,Benzene,manual,Gold,2021,62,140
17971,04-09-22,Brilliance,Jinbei,Benzene,manual,Silver,2012,176.777,70
17972,04-09-22,Renault,Clio,Benzene,manual,Dark red,2003,200,70
17973,04-09-22,Fiat,Siena,Benzene,manual,Gray,2000,109.4,50
17974,04-09-22,Hyundai,Verna,Benzene,manual,Silver,2013,159,145
17975,04-09-22,Peugeot,405,Benzene,manual,Gold,2002,0,85
17976,04-09-22,Opel,Astra,Benzene,automatic,Silver,2019,66,385
17977,04-09-22,Daewoo,Nubira 2,Benzene,manual,Gold,2002,150,100
17978,04-09-22,Fiat,Shahin,Benzene,manual,Blue,2000,0,60
17979,04-09-22,Kia,Grand Cerato,Benzene,automatic,Black,2021,43,560
17980,04-09-22,Chevrolet,Lanos,Benzene,manual,Black,2010,149,115
17981,04-09-22,Ford,Kuga,Benzene,automatic,Silver,2015,150,440
17982,04-09-22,Mitsubishi,Colt,Benzene,automatic,White,1990,200,60
17983,04-09-22,Chevrolet,Lanos,Benzene,manual,White,2011,135,98
17984,04-09-22,Hyundai,Tucson,Benzene,automatic,White,2020,46,810
17985,04-09-22,Fiat,Shahin,natural gas,manual,White,1996,0,38
17986,04-09-22,Hyundai,Elantra HD,Benzene,automatic,Gray,2017,140,300
17987,04-09-22,Renault,Duster,Benzene,automatic,Gray,2017,100,350
17988,04-09-22,Mercedes,180,Benzene,automatic,Light grey,1995,228.5,250
17989,04-09-22,Opel,Zafira Tourer,Benzene,automatic,Silver,2014,140,470
17990,04-09-22,Kia,Cerato,Benzene,automatic,Black,2011,166,280
17991,04-09-22,Fiat,Shahin,Benzene,manual,Dark green,2000,0,45
17992,04-09-22,Toyota,Corolla,Benzene,manual,White,1984,0,40
17993,04-09-22,Jeep,Cherokee,Benzene,manual,Green,2001,262,140
17994,04-09-22,Geely,Emgrand 7,natural gas,manual,Black,2015,300,135
17995,04-09-22,Mazda,323,Benzene,manual,Red,1982,0,39
17996,04-09-22,Audi,80,Benzene,manual,Dark green,1994,200,55
17997,04-09-22,Daewoo,Nubira 1,Benzene,manual,Olive,1997,0,79
17998,04-09-22,Hyundai,Elantra CN7,Benzene,automatic,Light grey,2022,5,600
17999,04-09-22,Opel,Corsa,Benzene,manual,White,2003,200,110
18000,04-09-22,Lada,Granta,Benzene,manual,Gray,2022,3.8,195
18001,04-09-22,Kia,Cerato,Benzene,automatic,Black,2009,145,220
18002,04-09-22,Mercedes,C 200,Benzene,automatic,Black,1994,200,150
18003,04-09-22,Mazda,232,Benzene,automatic,White,1982,200,38
18004,04-09-22,Volkswagen,Polo,Benzene,manual,Black,1998,280,45
18005,04-09-22,Kia,Cerato,Benzene,automatic,Red,2017,66,480
18006,04-09-22,Mitsubishi,Lancer EX Shark,Benzene,automatic,Silver,2016,71,370
18007,04-09-22,Hyundai,Elantra,Benzene,automatic,Black,2010,158,285
18008,04-09-22,Fiat,131,Benzene,manual,Brown,1981,0,30
18009,04-09-22,Suzuki,Van,Benzene,manual,Red,2015,24,80
18010,04-09-22,Karry,Q22,Benzene,manual,White,2017,146,95
18011,04-09-22,Renault,Megane,Benzene,automatic,Gray,2005,187,115
18012,04-09-22,Fiat,128,Benzene,manual,Red,1985,0,22.5
18013,04-09-22,Mercedes,320,Benzene,automatic,White,1994,185,200
18014,04-09-22,BMW,X3,Benzene,automatic,Gray,2010,207,420
18015,04-09-22,Chevrolet,T-Series,natural gas,manual,White,1998,100,80
18016,04-09-22,Fiat,Dogan,Benzene,manual,Red,1996,0,58
18017,04-09-22,Skoda,Felicia,Benzene,manual,Green,1997,268,55
18018,04-09-22,Chery,Arrizo 5,Benzene,CVT,White,2021,70,240
18019,04-09-22,MG,HS,Benzene,automatic,Blue,2021,5.15,718
18020,04-09-22,BMW,318,Benzene,automatic,Gray,2010,170,370
18021,04-09-22,Toyota,Corolla,Benzene,automatic,Light grey,2015,97,448
18022,04-09-22,Mitsubishi,Lancer EX Shark,Benzene,automatic,Gray,2016,130,350
18023,04-09-22,Chevrolet,Lanos,Benzene,manual,Light grey,2017,85,148
18024,04-09-22,Volkswagen,Golf,Benzene,manual,Dark green,1977,0,25
18025,04-09-22,BMW,316,Benzene,automatic,Green,1992,305,115
18026,04-09-22,Kia,Sephia,Benzene,manual,Dark blue,1994,300,53
18027,04-09-22,Land Rover,Velar,Benzene,automatic,Silver,2020,35,2350
18028,04-09-22,Chevrolet,Aveo,Benzene,automatic,Dark red,2010,140,175
18029,04-09-22,Daihatsu,Charade,Benzene,manual,Black,1990,150,33
18030,04-09-22,BMW,316,Benzene,manual,Dark red,1995,200,125
18031,04-09-22,Speranza,A113,Benzene,manual,Light grey,2007,135,80
18032,04-09-22,BMW,X1,Benzene,automatic,White,2020,91,930
18033,04-09-22,Hyundai,IX 35,Benzene,automatic,Light grey,2014,95,500
18034,04-09-22,Hyundai,Accent RB,Benzene,automatic,Dark red,2021,36,400
18035,04-09-22,Seat,Toledo,Benzene,manual,Green,1996,137,73
18036,04-09-22,Fiat,Polonez,Benzene,automatic,White,1990,170,18
18037,04-09-22,Chevrolet,Optra,Benzene,automatic,Black,2010,159,182
18038,04-09-22,Seat,Ibiza,Benzene,manual,White,1992,319,42
18039,04-09-22,Hyundai,Excel,Benzene,manual,Red,1996,0,35
18040,04-09-22,Fiat,Shahin,Benzene,manual,Red,2005,200,50
18041,04-09-22,Volvo,340,Benzene,manual,White,1981,0,27
18042,04-09-22,Nissan,Sunny,Benzene,automatic,Silver,2015,52,250
18043,04-09-22,Kia,Xceed,Benzene,,Cyan,2022,5,785
18044,04-09-22,Chevrolet,N300,Benzene,manual,White,2012,130,120
18045,04-09-22,Chevrolet,Aveo,Benzene,automatic,Silver,2016,55,225
18046,04-09-22,Toyota,Yaris,Benzene,automatic,Beige,2015,130,290
18047,04-09-22,Skoda,Octavia A4,Benzene,automatic,Black,2004,68,210
18048,04-09-22,Chevrolet,Lanos,Benzene,manual,Dark red,2009,180,103
18049,04-09-22,Daewoo,Nubira 2,Benzene,manual,Gold,2001,210,86
18050,04-09-22,Renault,Clio,Benzene,manual,Black,2007,250,95
18051,04-09-22,Skoda,Felicia,Benzene,manual,Dark blue,1996,140,55
18052,04-09-22,Nissan,Qashqai,Benzene,automatic,Blue,2021,28,670
18053,04-09-22,Toyota,Corolla,Benzene,automatic,Petroleum,2021,25,650
18054,04-09-22,Maserati,Quattroporte,Benzene,automatic,Champagne,2019,10,3000
18055,04-09-22,Volkswagen,Parati,Benzene,manual,Red,2004,165,75
18056,04-09-22,Haval,Jolion,Benzene,automatic,Black,2022,5,650
18057,04-09-22,Peugeot,2008,Benzene,automatic,Gray,2021,39.1,790
18058,04-09-22,Geely,Englon,Benzene,automatic,Red,2010,0,130
18059,04-09-22,Land Rover,Velar,Benzene,automatic,White,2020,9,2500
18060,04-09-22,Chevrolet,Lanos,Benzene,manual,Dark red,2006,230,88
18061,04-09-22,Peugeot,504,Benzene,manual,White,2000,0,60
18062,04-09-22,Hyundai,Accent HCI,Benzene,automatic,Silver,2020,44,390
18063,04-09-22,Jetour,X70S,Benzene,automatic,Dark blue,2022,31,620
18064,04-09-22,Kia,Sportage,Benzene,automatic,Red,2020,50,870
18065,04-09-22,Fiat,Siena,Benzene,manual,Silver,2001,195,65
18066,04-09-22,Kia,Saipa,Benzene,manual,Red,2009,200,47
18067,04-09-22,Hyundai,Tucson,Benzene,automatic,White,2019,71,800
18068,04-09-22,Chevrolet,Lanos,Benzene,manual,Dark blue,2018,130,160
18069,04-09-22,Peugeot,301,Benzene,automatic,Beige,2016,160,235
18070,04-09-22,Kia,Sportage,Benzene,automatic,Red,2020,19,825
18071,04-09-22,Mercedes,CLA 200,Benzene,automatic,White,2020,8,1300
18072,04-09-22,Chevrolet,Lanos,Benzene,manual,Gray,2017,148,155
18073,04-09-22,Kia,Sportage,Benzene,automatic,Black,2020,36,685
18074,04-09-22,Jac,JS3,Benzene,automatic,Blue,2016,90,240
18075,04-09-22,Hyundai,Sonata,Benzene,automatic,Black,2008,270,225
18076,04-09-22,Peugeot,207,Benzene,automatic,Silver,2011,158,175
18077,04-09-22,Peugeot,305,Benzene,manual,Gold,1984,208,50
18078,04-09-22,Fiat,128,Benzene,manual,White,1985,0,25
18079,04-09-22,Suzuki,Maruti,Benzene,manual,Dark red,2013,110,76
18080,04-09-22,Daewoo,Matiz,Benzene,manual,White,2002,140,68
18081,04-09-22,Kia,Pride,Benzene,manual,Silver,1999,200,50
18082,04-09-22,Toyota,Corolla,Benzene,automatic,White,2020,122,580
18083,04-09-22,Fiat,Tipo,Benzene,automatic,Gold,2020,63.115,360
18084,04-09-22,Chery,Envy,Benzene,manual,Light grey,2018,85,153
18085,04-09-22,BMW,118,Benzene,automatic,White,2014,159,425
18086,04-09-22,Speranza,A516,Benzene,manual,Black,2009,275,90
18087,04-09-22,Mercedes,S 450,Benzene,automatic,Black,2022,0,5500
18088,04-09-22,Chevrolet,Optra,Benzene,manual,Dark blue,2008,255,160
18089,04-09-22,Fiat,128,Benzene,manual,White,1985,0,23
18090,04-09-22,Hyundai,Tucson,Benzene,automatic,Black,2017,100,785
18091,04-09-22,Lada,2105,Benzene,manual,Red,1983,0,30
18092,04-09-22,Nissan,Sunny,Benzene,automatic,Black,2015,103,250
18093,04-09-22,Toyota,Land Cruiser,Benzene,automatic,Black,2017,93,3500
18094,04-09-22,Brilliance,Galena,Benzene,automatic,Dark red,2007,280,115
18095,04-09-22,Peugeot,307,Benzene,manual,Red,2005,180,165
18096,04-09-22,Lada,2105,Benzene,manual,White,1995,0,32
18097,04-09-22,Lada,2105,Benzene,manual,Beige,1984,200,35
18098,04-09-22,Hyundai,IX 35,Benzene,automatic,Gray,2016,150,450
18099,04-09-22,Lifan,foison || Foison,Benzene,manual,Gray,2017,130,170
18100,04-09-22,BMW,X3,Benzene,automatic,Light grey,2008,300,275
18101,04-09-22,Peugeot,3008,Benzene,automatic,White,2022,13,950
18102,04-09-22,Hyundai,Avante,Benzene,automatic,Silver,2009,70,180
18103,04-09-22,MG,ZS,Benzene,automatic,Red,2022,10.8,500
18104,04-09-22,Daewoo,Nubira 2,Benzene,manual,Silver,2005,186.8,87
18105,04-09-22,Renault,Megane,Benzene,automatic,Brown,2019,45,510
18106,04-09-22,Volkswagen,Beetle,Benzene,manual,Dark blue,1974,0,21
18107,04-09-22,Toyota,Corolla,Benzene,manual,White,1998,300,92
18108,04-09-22,Peugeot,301,Benzene,automatic,Black,2015,145,270
18109,04-09-22,Volkswagen,Golf,Benzene,manual,Dark red,1995,183,64
18110,04-09-22,Isuzu,D max,Benzene,manual,White,2011,180,260
18111,04-09-22,Fiat,Tipo,Benzene,automatic,White,2018,80,365
18112,04-09-22,Fiat,Shahin,natural gas,manual,White,1996,0,38
18113,04-09-22,Kia,Xceed,Benzene,automatic,Blue,2022,7,765
18114,04-09-22,Volkswagen,Golf,Benzene,manual,Dark green,1987,133,47
18115,04-09-22,Jeep,Cherokee,Benzene,automatic,Black,2012,195,510
18116,04-09-22,Skoda,Superb,Benzene,automatic,Silver,2021,73,1050
18117,04-09-22,Renault,Kadjar,Benzene,automatic,Black,2019,40,585
18118,04-09-22,Skoda,Kodiaq,Benzene,automatic,Silver,2019,56,950
18119,04-09-22,Brilliance,Jinbei,Benzene,manual,White,2014,61,60
18120,04-09-22,Fiat,128,Benzene,manual,White,1987,0,23
18121,04-09-22,Hyundai,Tucson,Benzene,automatic,Champagne,2020,45,825
18122,04-09-22,Toyota,Corolla,Benzene,automatic,White,2017,20,540
18123,04-09-22,BMW,316,Benzene,automatic,Blue,2010,185,275
18124,04-09-22,Mercedes,200,Benzene,automatic,Silver,1985,170,105
18125,04-09-22,Peugeot,405,Benzene,manual,Black,2005,100,60
18126,04-09-22,Fiat,Siena,Benzene,manual,Silver,2001,0,76
18127,04-09-22,Mitsubishi,Lancer EX Shark,Benzene,automatic,Black,2016,155,350
18128,04-09-22,Fiat,132,Benzene,manual,Cyan,1973,0,20
18129,04-09-22,Hyundai,Elantra HD,Benzene,automatic,Gray,2017,69,265
18130,04-09-22,BMW,X3,Benzene,automatic,Red,2008,150,550
18131,04-09-22,Kia,Cerato,Benzene,automatic,Blue,2008,180,190
18132,04-09-22,Isuzu,D max,Benzene,manual,Black,2020,145,450
18133,04-09-22,Chevrolet,Aveo,Benzene,automatic,Gray,2011,300,160
18134,04-09-22,Lada,Granta,Benzene,manual,Silver,2020,35,145
18135,04-09-22,Kia,Sportage,Benzene,automatic,White,2015,120,450
18136,04-09-22,Hyundai,Elantra CN7,Benzene,automatic,Red,2021,38,580
18137,04-09-22,Chevrolet,Lanos,Benzene,manual,Cyan,2011,200,100
18138,04-09-22,Toyota,Corolla,Benzene,automatic,Gold,2006,173,230
18139,04-09-22,Mitsubishi,Lancer Crystala,Benzene,automatic,Light grey,1998,20,123
